Question id,Question,Option 1,Option 2,Option 3,Option 4,Correct Option,Generated Option,Truth
717,"Two people are standing facing each other  If one’s face is towards the north, then in which direction will the left hand of the second person?",a. West,b. South,c. East,d. North,c,b,Wrong
718,"Ram walks for 4 km towards South, turning to his left he walks for 2 km he turns to his left again and walks for 3 km, then he turns to his right  In which direction is his face now?",a. East,b. West,c. North,d. South,a,a,Right
719,"A man used a convex lens of focal length of 20 cm in his spects, the power of lens is –",a. +2D,b. -2D,c. +5D,d. -5D,c,b,Wrong
720,"In an electric circuit, the voltmeter is used-",a. in series,b. in parallel,c. in both manner,d. None of these,b,a,Wrong
721,One horse power (H P) is equal to –,a. 467 watt,b. 500 watt,c. 746 watt,d. 1000 watt,c,c,Right
722,Which of the following is the Bio/Gobar gas?,a. CH4+CO2,b. CH2+NO2,c. CO+H2,d. CO2+N2,a,a,Right
723,"In an electric bulb filament 0 5 ampere current is passed for 10 minutes, calculate the electric charge passess through the circuit",a. 5C,b. 20C,c. 300C,d. 500C,c,a,Wrong
724,Which of the following mirrors is used by a dentist to examine the patient’s teeth?,a. Convex mirror,b. Plane mirror,c. Concave mirror,d. All of the above,c,b,Wrong
725,"An electric bulb has ratings of 30W, 12V  The maximum current pass through it, will –",a. 0.4 amp,b. 2.5 amp,c. 12 amp,d. 360 amp,b,b,Right
726,What is the unit of magnetic field intensity?,a. Weber,b. Newton/ampere-meter 2,c. Tesla,d. None of these,c,c,Right
727,The size of colloidal particles are,a. 10-3 – 10-5 metre,b. 10-6 – 10-9 metre,c. 10-10 – 10-15 metre,d. None of the above,b,a,Wrong
728,Synthetic fibre Nylon is a –,a. Polyamides,b. Polysaccharide,c. Polyester,d. Polyethene,n,a,Wrong
729,Main component of L P G is,a. Methane + Ethane,b. Ethane + Propane,c. Propane + Butane,d. None of the above,c,a,Wrong
730,“Cinnabar” is an ore of which of the following,a. Mg,b. Hg,c. Ag,d. Au,b,b,Right
731,The general formula of Alkanes is –,a. CnH2n,b. CnH2n + 2,c. CnH2n – 2,d. Cn+2H2n,b,a,Wrong
732,What is formed when chlorine gas passes through dry slaked lime-,a. CaCI2,b. CaO,c. CaOCI 2,d. None of the above,c,a,Wrong
733,Which of the following is a strong base –,a. NH4OH,b. Ca(OH)2,c. NaHCO3,d. KOH,d,d,Right
734,NaCl(aq)   + AgNO3(aq)→ AgCI ↓ + NaNO3(aq),a. Reversible reaction,b. Decomposition reaction,c. Addition reaction,d. Double displacement reaction,d,d,Right
735,Which of the following is not an allotropic form of carbon-,a. Diamond,b. Graphite,c. Fullerene,d. None of these,d,d,Right
736,A substance which oxidises itself and reduces other is a –,a. An Oxidising Agent,b. A Reducing Agent,c. A Dehydrating Agent,d. A Catalyst,b,b,Right
737,"Water of crystallization in Gypsum and plaster of paris are respectively,",a. 2,b. 2 and ½,c. 1 and 2,d. ½ and 2,b,b,Right
738,Which of the following sets does not belong to a group –,"a. Li, Na, K","b. Be, Mg, Ca","c. N, O, F","d. He, Ne, Ar",c,c,Right
739,A by product of soap industry is –,a. Sodium hydroxide,b. Sodium palmitate,c. Glycerol,d. Fat or Oil,c,c,Right
740,Corrosion of copper gives rise a green coating on it which is,a. CuO,b. Cu(OH)2,c. CuCO3,d. CuCO3.CUCO3,d,b,Wrong
741,"Scientists, who proposed five kingdom classification is:",a. Carolus Linnaeus,b. Whittaker,c. Robert Brown,d. Hugo de Vries,b,b,Right
742,Menatoblast or stinging cells are found in which phylum of animals,a. Porifera,b. Annelida,c. Cnidaria,d. Arthropoda,c,c,Right
743,Photosynthesis occurs in which cellular organelles?,a. Mitochondria,b. Ribosome,c. Golgi body,d. Chloroplast,d,d,Right
744,"In which organ, bile juice formation take place",a. Liver,b. Gallbladder,c. Pancreas,d. Stomach,a,a,Right
745,"Where, glycolysis occurs in cell",a. In Mitochondria,b. In Chloroplast,c. In Cytoplasm,d. In Nucleus,c,c,Right
746,"In which animal, open blood vascular system is found?",a. In Earthworm,b. In Periplaneta,c. In Man,d. In Fish,b,a,Wrong
747,Which endocrine gland is called master gland?,a. Thyroid,b. Adrenal,c. Thymus,d. Pituitary,d,d,Right
748,Which plant hormone causes apical dominance?,a. Auxine,b. Gibberellin,c. Cytokinin,d. Ethylene,a,a,Right
749,Scientist who proposed the theory of natural selection was –,a. Lamark,b. Charles Darwin,c. Waldayer,d. Muller,b,b,Right
750,Which gas is used in aerobic respiration –,a. Oxygen,b. Carbon dioxide,c. Nitrogen,d. Methane,a,a,Right
751,Cholera disease caused by which pathogen –,a. Virus,b. Bacteria,c. Fungus,d. Protozoa,b,b,Right
752,Which group of organisms are heterotrophic,a. Algae,b. Fungi,c. Bryophyta,d. Pteridophyta,b,b,Right
753,Where is the Sanchi stupa situated?,a. Gaya,b. Lumbini,c. Sarnath,d. Bhopal,d,c,Wrong
754,Which religion did Ashoka adopt?,a. Buddhism,b. Hinduism,c. Jainism,d. Shaivism,a,a,Right
755,Which is the oldest language of South India?,a. Telugu,b. Kannada,c. Tamil,d. Malayalam,c,c,Right
756,Who among the following had introduced market control policy?,a. Balban,b. Alauddin Khilji,c. Muhammad Bin Tuglaq,d. Jalaluddin Khilji,b,a,Wrong
757,Who among the following founded the Vijaya Nagar empire?,a. Vijay Rai,b. Harihar and Bukka,c. Pushyamitra Sunga,d. Rana Sanga,b,b,Right
758,Which of the following cities was built by Akbar?,a. Daulatabad,b. Fatehpur Sikri,c. Agra,d. Delhi,b,b,Right
759,Who became the Mughal emperor after Aurangzeb?,a. Jahandar Shah,b. Bahadur Shah I,c. Shah Alam,d. Bahadur Shah Jafar,b,d,Wrong
760,In which year Vasco da Gama came to India?,a. 1350 AD,b. 1450 AD,c. 1498 AD,d. 1598 AD,c,c,Right
761,Who founded the Indian National Congress?,a. Mahatma Gandhi,b. Queen Victoria,c. Sardar Patel,d. A.0.Hume,d,d,Right
762,Who wrote “The Discovery of India”?,a. Jawahar Lal Nehru,b. Sharat Chandra,c. Karl Marks,d. Mahatma Gandhi,a,a,Right
763,When did the Jalianwala Begh incident occur?,a. 1917,b. 1918,c. 1919,d. 1920,c,c,Right
764,Who started the Dandi March?,a. Swami Dayananda,b. Madan Mohan Malviya,c. Bal Gangadhar Tilak,d. Mahatma Gandhi,d,c,Wrong
765,Which among the following is the autobiography of Gandhiji?,a. India Divided,b. Nation in Making,c. Neel Darpan,d. My experiments with Truth,d,d,Right
766,Which one of the following is the oldest mountain system?,a. Nilgiri,b. Aravali,c. Satpura,d. Vindhya,b,c,Wrong
767,Which of the following groups represents cash crops?,"a. Wheat, Barley, Gram","b. Cotton, Jute, Tobacco","c. Paddy, Pea, Tur","d. Gram, Maize, Moong",b,b,Right
768,The state from which the Tropic of Cancer does not pass,a. Tripura,b. West Bengal,c. Mizoram,d. Manipur,d,b,Wrong
769,Which one of the following is the source of Aluminium?,a. Bauxite,b. Zinc,c. Lead,d. Tin,a,a,Right
770,Which of the following is the longest river of the world?,a. Amazon river,b. Yangtze river,c. Ganga river,d. Nile river,d,a,Wrong
771,The Toda tribes are the original inhabitants of,a. Aravalli hills,b. Nilgiri hills,c. Satpura hills,d. Guru Shikhar,b,b,Right
772,The state where Shipki-la pass is located at,a. Arunachal Pradesh,b. Sikkim,c. Himachal Pradesh,d. Meghalaya,c,c,Right
773,The source of the origin of river Narmada,a. Bhedaghat,b. Brahmagiri,c. Mahabaleshwar,d. Amarkantak,d,d,Right
774,The city where the first Earth summit was organized,a. Rio de Janeiro,b. Shanghai,c. Tokyo,d. Manila,a,a,Right
775,The first meeting of Constituent Assembly was held in,a. 09 December 1946,b. 10 July 1946,c. 09 August 1946,d. 20 January 1946,a,a,Right
776,The Architect of the Indian Constitution was,a. Dr.B.R.Ambedkar,b. Dr.Rajendra Prasad,c. Pt.Jawahar Lal Nehru,d. Mahatma Gandhi,a,a,Right
777,The Chief Election Commissioner is appointed by,a. Election Commission of India,b. President of India,c. Prime Minister of India,d. Chief Justice of Supreme Court,b,b,Right
778,The first speaker of Lok Sabha was,a. Ganesh Vasudev Mavalankar,b. Pt.Govind Vallabh Pant,c. Ananthasayanam Ayyangar,d. C.Subramaniam,a,b,Wrong
779,Right to Education Act came into effect on,a. 2005,b. 2010,c. 2008,d. 2012,b,a,Wrong
780,The Panchayati Raj System became more powerful in the year,a. 1990,b. 1993,c. 1994,d. 1996,b,b,Right
781,‘Forward Bloc’ is a regional party of,a. Odisha,b. Jharkhand,c. West Bengal,d. Chhattisgarh,c,c,Right
782,‘National Democratic Alliance’ was founded in,a. May 1998,b. June 1996,c. May 1999,d. June 1997,a,c,Wrong
783,The Chief Justice of India is,a. Justice Sharad Arvind Bobde,b. Justice Ranjan Gogoi,c. Justice Deepak Mishra,d. Justice Jagdish Singh Kheher,a,b,Wrong
784,What was the prime objective of the first five year plan in India?,a. Development of Agriculture,b. Heavy Industry,c. Population control,d. Transportation,a,a,Right
785,MGNREGA was implemented from the year,a. 2005,b. 2006,c. 2007,d. 2008,b,a,Wrong
786,Where is the headquarters of Life Insurance Corporation(LIC)?,a. Delhi,b. Mumbai,c. Chennai,d. Kolkata,b,b,Right
787,Which of the following comes under Primary Sector?,a. Agriculture,b. Industry,c. Manufacturing,d. Trade,a,a,Right
788,Where is the headquarters of the Tea Board located?,a. Darjeeling,b. Bengaluru,c. Kolkata,d. Mumbai,c,c,Right
789,"If ax = b, by = c and cz = a, then the value of xyz is?",a. 1,b. 0,c. 1/abc,d. abc,a,c,Wrong
790,If \(\begin{array}{l}\frac{\sqrt{3}-1}{\sqrt{3}+1} = a + b\sqrt{3}\end{array} \) then the value of ‘a’ and ‘b’ is,"a. a = 2, b = -1","b. a = 2, b = 1","c. a = -2, b = 1","d. a = -2, b = -1",a,Option a,Wrong
791,The Solution of the equation 71+x + 71-x = 50 is,a. 0,b. 2,c. \(\begin{array}{l}\pm 1\end{array} \),d. None of these,c,a,Wrong
792,A man’s salary is reduced by 10%  In order to have his salary back to the original amount it must be raised by-,a. 8%,b. 10%,c. \(\begin{array}{l}11\frac{1}{9}%\end{array} \),d. \(\begin{array}{l}12\frac{3}{7}%\end{array} \),c,c,Right
793,10% of 15% of 20% of Rs 500 is,a. 0.50 Rs.,b. 3.50 Rs.,c. 1.50 Rs.,d. 2.50 Rs.,c,c,Right
794,"A shopkeeper purchases 11 pens for Rs  10 and sells them at the rate of 10 for 11, then profit percent is;",a. 18%,b. 19%,c. 20%,d. 21%,d,d,Right
795,If the sum of ⅓ and ¼ is x times of their difference then the value of x is-,a. 4,b. 5,c. 6,d. 7,d,b,Wrong
796,"If A’s income is 20% more than B  Then, B’s income is-",a. Same as A’s,b. 20% less than A’s,c. \(\begin{array}{l}16\tfrac{2}{3}\end{array} \) % less than A’s,d. 15% less than A’s,c,c,Right
797,What is the probability that a leap year contains 53 Sundays?,a. 2/7,b. 7/13,c. 2/13,d. None of these,a,c,Wrong
798,When (1012 – 1) is divided by 111 the quotient is;,a. 90009009,b. 9009009009,c. 9000009,d. 900000009,b,b,Right
799,If log 3x+4 = log 729 the value of x will be,a. 3,b. 1,c. 6,d. 2,d,a,Wrong
800,"If p persons working p hours a day for each of p days produce p units of works, then the units of work produced by q persons working q hours a day each q day is",a. q3/p2,b. q2/p3,c. p2/q2,d. p3/q2,a,d,Wrong
801,If x100 + 2x99 + k is fully divisible by (x+1) then value of k will be,a. 7,b. -3,c. 2,d. 1,d,b,Wrong
802,"If radius of a right circular cylinder is increased by 10%, then by what percent it height should be decreased so that its volume remains unchanged",a. 17.26%,b. 17.36%,c. 17.46%,d. None of these,b,a,Wrong
803,"If \(\begin{array}{l}\sqrt{x+1} – \sqrt{x-1} = 1\end{array} \), then value of x is",a. 5/4,b. 2/3,c. 4/5,d. 3/5,a,b,Wrong
804,"There are thirty cards numbered from 1 to 30  If a card is drawn at random find the probability that, the drawn card has a prime number-",a. 1/2,b. 1/3,c. 1/4,d. 1/5,b,c,Wrong
